Video ID,Post Caption,Post Timestamp,Play Count,Like Count,Video Duration (s),Video Dimensions,Video Definition,Video Codec,Canonical URL,Creator Username,Creator Nickname,Creator User ID,Creator SEC UID,Creator Verified,Creator Follower Count,Music ID,Music Title,Music Author,Is Original Sound,Audio Play URL,Keywords,Region Flag,viral,log_likes,is_holdout,temporal_split,cv_fold_grouped,log1p_duration_s,log1p_play_count,aspect_ratio,caption_length,hashtag_count,mention_count,cap_ends_with_q,has_cta,cap_punctuation_count,hour_of_day,day_of_month,month,hour_bucket,is_weekend,sin_hour,cos_hour,is_verified_int,is_original_sound_int,music_id_freq_enc,video_def_enc,explicit_keyword_count,has_keywords
7282414941955558662,"My Tech Home Tour | Smart Home Guide 👨🏽‍💻 ✎--------------------------------------- I made a whole super basic smart home guide that can help you guys sort off get started 🖖🏽🤓 Its really simple, nothing too complicated. I hope you guys like it!  Check it out in the BIO! ✎--------------------------------------- • • #tech #home #condo #automation #smarthome #foryou #realestate ",2023-09-24 23:29:21,777000,81900,13,576x1024,540p,h264,https://www.tiktok.com/@andresvidoza/video/7282414941955558662,andresvidoza,andresvidoza,6740449439167005702,MS4wLjABAAAAbhzxku_PXPyzz7QZ7-kMCoL6yDBhss5ryxZR0Dz4PsqDAYC0p8itYJ9SLo7yHrWx,False,227400,7257359255815292929,Le Monde - From Talk to Me,Richard Carter,False,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/okZAADPfYCQK75dttBDE9kbqmQhZg8Fcl4BQaf,"tech, home, condo, automation, smarthome, foryou, realestate",Global,viral,11.313266479778829,False,Train,2,2.6390573296152584,13.563196916350243,0.5625,377,7,0,0,0,4,23,24,9,late,1,-0.25881904510252157,0.9659258262890681,0,0,1,0,7,1
7286439579064864007,@Johnathan Chua in disbelief that his house is so ✨smart✨ 🔗link in bio for the full feature🔗 #sghome #hometour #sgreno #johnathanchua #tiktoksg #fyp,2023-10-05 19:47:01,484100,24400,176,576x1024,540p,h264,https://www.tiktok.com/@uchify.sg/video/7286439579064864007,uchify.sg,uchify.sg🏠,7021516080662004738,MS4wLjABAAAAcviYkHE-7dEYdL1kl1OgP9LO_IJ8ISSIlfWMAf8A-z6h8Z2ObnDNEAupvxQ-OhpY,False,82600,7286439622916262657,original sound - uchify.sg🏠,uchify.sg🏠,True,https://v77.tiktokcdn.com/cb87735839564dcb77d8b082aee9364b/68d6acaa/video/tos/alisg/tos-alisg-v-27dcd7/oU3e7KIDAYJsAItIYBelCoAngEQXABSjbqHU2I/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThYmkeKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M3VzbTc6ZmhkbjMzODU8NEBpM3VzbTc6ZmhkbjMzODU8NEBlai8vcjRvMWNgLS1kMS1zYSNlai8vcjRvMWNgLS1kMS1zcw%3D%3D&vvpl=1&l=202509252306339582329D19C74B0D1E5C&btag=e00050000&cc=13,"sghome, hometour, sgreno, johnathanchua, tiktoksg, fyp",SG,viral,10.102379394048045,False,Train,2,5.176149732573829,13.090048841614559,0.5625,148,6,1,0,1,0,19,5,10,evening,0,-0.9659258262890684,0.2588190451025203,0,1,1,0,6,1
7300403631340211463,Creating ambience with smart LED strips #tiktoksg #fyp #smarthome #homedecor #lights #smartlights #smartledstrip ,2023-11-12 10:54:41,717,8,31,576x1024,540p,h264,https://www.tiktok.com/@outsmartofficial/video/7300403631340211463,outsmartofficial,Outsmart® Home Automation,6909128772886234118,MS4wLjABAAAAC1KyS2V35rquqH2h4TYMAwUo_ffPPLra2pXjTgm-fpv0tFoORQ3pxi8zkawdsp_h,False,1009,7300403746247379714,original sound - Outsmart® Home Automation,Outsmart® Home Automation,True,https://v16m.tiktokcdn.com/9fa68cb49151b93267664ec666e8a02d/68d6b011/video/tos/alisg/tos-alisg-v-27dcd7/okKBQidpguJj2Q8AgmfYATqVPfenouVBfGN4Fh/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThABkeKXq8Zmo&mime_type=audio_mpeg&qs=6&rc=aWg0PDg6NTk8N2ZmaDo0ZkBpanF0NnQ5cjQ2bzMzODU8NEBjY2MuYDU2NjIxMy4vLi0uYSNyZjNxMmQ0cTVgLS1kMS1zcw%3D%3D&vvpl=1&l=20250925232329D9B514873FF5000C7A8C&btag=e00088000&cc=3,"tiktoksg, fyp, smarthome, homedecor, lights, smartlights, smartledstrip",SG,non-viral,2.1972245773362196,False,Train,2,3.4657359027997265,6.576469569048224,0.5625,113,7,0,0,0,0,10,12,11,work,1,0.49999999999999994,-0.8660254037844387,0,1,1,0,7,1
7325601228078189870,"Starting a smart home doesn’t have to be complicated! If you are seeking an easier way to upgrade your space, I recommend the EcoSmart Hubspace bulbs from @The Home Depot. Set-up is a breeze, and they are also super renter-friendly! #HomeDepotPartner #smarthome #smartlights #smartlighting #smartbulb #THDEcoSmart",2024-01-19 08:34:47,152700,4232,37,576x1024,540p,h264,https://www.tiktok.com/@techiedani/video/7325601228078189870,techiedani,Techie Dani 👩🏼‍💻,6759736006624281606,MS4wLjABAAAAcdGg94nGfesi7QrPctcYt-q49_P_KxofhNEoM0z7LoGSl5X-Iugdsg71yufoXKF6,False,473100,7325601392046099243,original sound,Techie Dani 👩🏼‍💻,True,https://v77.tiktokcdn.com/857c7c176ebf60c4dfc18686798b36ce/68d6b09f/video/tos/maliva/tos-maliva-v-27dcd7c799-us/oEenw4RkUCHLviLEAEFA8AEhRfdA6LFfGoTpIC/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThY~keKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=amt2eXk5cmR2cDMzZzU8NEBpamt2eXk5cmR2cDMzZzU8NEAyXnE0MmQ0NGhgLS1kMS9zYSMyXnE0MmQ0NGhgLS1kMS9zcw%3D%3D&vvpl=1&l=2025092523254610424B01F2EDAD0C2E09&btag=e00048000&cc=13,"homedepotpartner, smarthome, smartlights, smartlighting, smartbulb, thdecosmart",Global,mid-viral,8.350666240520924,False,Train,2,3.6375861597263857,11.936237039973754,0.5625,313,6,1,0,0,5,8,19,1,commute,0,0.8660254037844387,-0.49999999999999983,0,1,1,0,6,1
7339811956792085768,What RGBIC light strip can do #smarthome #sgtiktok #tiktoksmarthome #sgsmarthome ,2024-02-26 15:39:10,723,5,17,576x1024,540p,h264,https://www.tiktok.com/@outsmartofficial/video/7339811956792085768,outsmartofficial,Outsmart® Home Automation,6909128772886234118,MS4wLjABAAAAC1KyS2V35rquqH2h4TYMAwUo_ffPPLra2pXjTgm-fpv0tFoORQ3pxi8zkawdsp_h,False,1009,6777237779509151746,Swear By It,Chris Alan Lee,False,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/b9ee9920519c4530b75d800e4152a347,"smarthome, sgtiktok, tiktoksmarthome, sgsmarthome",SG,non-viral,1.791759469228055,False,Train,2,2.8903717578961645,6.584791392385716,0.5625,81,4,0,0,0,0,15,26,2,work,0,-0.7071067811865471,-0.7071067811865479,0,0,1,0,4,1
7382207567855897873,Okay! Go see for yourself @Futurahaus SG Smart Home best smart home option you can find in SG🫶🏻,2024-06-19 21:35:46,14600,231,140,576x1024,540p,h264,https://www.tiktok.com/@samanthatyf/video/7382207567855897873,samanthatyf,Samantha Tanyifen,6541498400294354945,MS4wLjABAAAAhXMuA54MbNk7HZNrohxXpzlhdTNLSsawM2fviHehNOatqAC_fcSf_MCWgiQgTOS-,False,55400,7382207616405080848,original sound - Samantha Tanyifen,Samantha Tanyifen,True,https://v16m.tiktokcdn.com/2912cae67c1fdf386b6437e33d51aa52/68d6ac4f/video/tos/alisg/tos-alisg-v-27dcd7/ogSb99AoEiQkcmAAW3zKyBrAOE5CorAfwBIiBE/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThrmkeKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M2psM3c5cmdnczMzODU8NEBpM2psM3c5cmdnczMzODU8NEBoamgxMmRzcW1gLS1kMS1zYSNoamgxMmRzcW1gLS1kMS1zcw%3D%3D&vvpl=1&l=20250925230539D9E8016B9BCAAC0AF35A&btag=e00050000&cc=3,,SG,viral,5.44673737166631,False,Train,2,4.948759890378168,9.588845298501564,0.5625,95,0,1,0,0,1,21,19,6,evening,0,-0.7071067811865477,0.7071067811865474,0,1,1,0,0,0
7388078680523787538,Smart Homes for the Millenniums: Never lift a finger☝🏼Just use voice control and let Smart Machines Do It All. HOW COOL IS THAT? 😎 Interior design | sg condo | smart home design #design4space #smarthomedesign #voicecontrolhome #moderndesign #smarthomesystem #renovation #interiorsg #singaporecondo #ecoplysg,2024-07-05 17:18:40,24400,179,53,576x1024,540p,h264,https://www.tiktok.com/@design4space/video/7388078680523787538,design4space,Design 4 Space 四维空间,6747309276362392578,MS4wLjABAAAAMpWOVSdx273NBqu3BYA_wTfIWF1Gvicda2opZaLYuJg7Qq0cWdH55XfpIMD3giZ2,False,5327,7388078717169371921,original sound,Design 4 Space 四维空间,True,https://v77.tiktokcdn.com/83cada43deb15d5c01697be71416a025/68d6b107/video/tos/alisg/tos-alisg-v-27dcd7/ocmCEH7UCDENAgAA4uhBfFn9pBQ4zEeqJ7hFRA/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThBakeKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M3VucXg5cnZ1dDMzODU8NEBpM3VucXg5cnZ1dDMzODU8NEBwLmRuMmRzaDBgLS1kMS1zYSNwLmRuMmRzaDBgLS1kMS1zcw%3D%3D&vvpl=1&l=202509252327143950DC7F6F960C0E61BA&btag=e00048000&cc=13,"design4space, smarthomedesign, voicecontrolhome, moderndesign, smarthomesystem, renovation, interiorsg, singaporecondo, ecoplysg",SG,mid-viral,5.19295685089021,False,Train,2,3.9889840465642745,10.102379394048045,0.5625,307,9,0,0,0,2,17,5,7,evening,0,-0.9659258262890683,-0.25881904510252063,0,1,1,0,9,1
7390688211606965511,Take a look inside this super cool smart home! 😍 #SmartHome #HomeAutomation #TechLife #IntlifeSmartHome #FutureLiving #Technology,2024-07-12 18:04:56,349700,13000,89,576x1024,540p,h264,https://www.tiktok.com/@malaysiahomie/video/7390688211606965511,malaysiahomie,Malaysia Homie,6771271400781186049,MS4wLjABAAAApIilJQd6ZVGcCVe9f1q4230B7nwQqWg885FI5pG-itO9r6-th4CaTFWDoNuNdYnS,False,342800,7390688240271182609,original sound - Malaysia Homie,Malaysia Homie,True,https://v77.tiktokcdn.com/4669d305ec131a1007979b091cd73225/68d6b095/video/tos/alisg/tos-alisg-v-27dcd7/o8vf8AAc0EMMb8ehK3LIAeGZhhSM1xAIIPeoAf/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThilkeKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M3h3eHc5cm1pdDMzODU8NEBpM3h3eHc5cm1pdDMzODU8NEA0NXNtMmQ0czVgLS1kMS1zYSM0NXNtMmQ0czVgLS1kMS1zcw%3D%3D&vvpl=1&l=20250925232444AE1365BC936D180F3861&btag=e00050000&cc=13,"smarthome, homeautomation, techlife, intlifesmarthome, futureliving, technology",Global,viral,9.472781556562168,False,Train,2,4.499809670330265,12.764833782641317,0.5625,129,6,0,0,0,1,18,12,7,evening,0,-1.0,-1.8369701987210297e-16,0,1,1,0,6,1
7391816340396444935,what’s your favourite smart home purchase? maybe i’ll get that next! the switchbot curtain is linked in my storefront #smarthome #tech #gadget #switchbot #amazon #amazonfinds #amazonhaul #amazonmusthaves #amazonprime #amazonaustralia #siri #homepod #apple #automation ,2024-07-15 19:02:39,33000,1048,87,576x1024,540p,h264,https://www.tiktok.com/@brad/video/7391816340396444935,brad,Brad Canning,125607971601944576,MS4wLjABAAAADdN3OnLhjniq3ct8yL0MyjSsjd8ryGSaKzDhd8PW7102dPH1iCCYtfRYK3uVrZii,True,666300,6998997669163042818,Yacht Club,MusicBox,False,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/31ef3728989d4b849eb7053e3a3418ab,"smarthome, tech, gadget, switchbot, amazon, amazonfinds, amazonhaul, amazonmusthaves, amazonprime, amazonaustralia, siri, homepod, apple, automation",Global,mid-viral,6.955592608396297,False,Train,2,4.477336814478207,10.404293143019792,0.5625,268,14,0,0,0,2,19,15,7,evening,0,-0.9659258262890684,0.2588190451025203,1,0,1,0,14,1
7405072626927815943,recent smart home upgrade,2024-08-20 12:23:50,204400,3684,32,576x1024,540p,h264,https://www.tiktok.com/@puchi.home/video/7405072626927815943,puchi.home,Puchi Home,7207445247272977413,MS4wLjABAAAAZCqQHp5xhvq9AAy0PYQJovJzTYFlPwtyq3BOIu6UtngeRcqtVxUtS5ZLoGOt8j18,False,10200,7304653959367887648,Yasashi,CXSPER,False,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/o4flZ7ZWtODty0xEmpFQHISABpqSMgBfKgJQ7C,,SG,viral,8.212025804623437,False,Train,3,3.4965075614664802,12.227839029667624,0.5625,25,0,0,0,0,0,12,20,8,work,0,1.2246467991473532e-16,-1.0,0,0,1,0,0,0
