Video ID,transcript,transcript_word_count,speaking_rate,transcript_question_count,transcript_has_cta,keyword_alexa,keyword_google_home,keyword_review,keyword_unboxing,keyword_tutorial,keyword_how_to,keyword_setup,keyword_automation
7553741167641267487,low,1,0.05698005698005698,0,0,0,0,0,0,0,0,0,0
7553146633588837649," Maksudankan anda gathered onguckeranени di 8줄 ini Steven Maafa Saya Więc Malu untuk menc灵 Abang Kera Withon囚 Yao Dan adil Berasa middle Jomin Are ket major Sarah unten Mak Akan kangir Vikiек indirect Akan Luther NgaraIR Raja dan menangat pada beli duit. Selepas vino tidak foolish untuk menangatthose, tetap loosely menppen karya pun. Orang yang lebih psymas encore suatu deinen tiba-tiba untuk men incredible Onba姐 sewara. H IR Miroman H hijackete serapkanze embrace поступ kemasIS tujuan semua tahun grated terakhir.",80,1.7141632740518533,0,0,0,0,0,0,0,0,0,0
7432368577182764331," This newly constructed smart home in Cuernabaca will blow your mind. You've never seen anything like this one. Located in the exemplary Eans School District, right near Lake Austin, on one huge flat acre. Every square inch of this property was curated with the latest technology in mind. With all this tech, this home has the capability to live off the grid in any extreme weather situation. Not only does this home have two primary suites, it has sonos speakers throughout and a zero dollar electric bill. And this house wouldn't be complete without a UV water filtration system. And why that's important is that your commercial grade steamer is giving you the purest water. If you'd like to schedule a private tour of this home, send us a DM.",130,2.1501819384717167,0,0,0,0,0,0,0,0,0,0
7256958060546034945," ke Stage 5. Chiederti CCTV puang hyaf berkana di Kalau incompan dengan makanan tuja atau siapa yak怎樣, Res niet saya simpan. Jadi, kalau iya presenter sama diri avec olehät baterai addicted TV diagram, bukan RammmTOs. Kan makanan. Paranggak termasuk mengisidikan rib crestan. Pada acara- lang eligible payah ini ramai suami lagu dan ayung бумalah boleh yaa kuat memberitah юir konhold di Rammmto. Soud lama tuja bagaimana assez 쿠ahu rainforest yang memakaap suami van mereka sahaja怎么了. Kehlas yang merci pelanggan di dalam ruang kawaj Maul track impu dan tepat-tap ruang kawaj words. enquanto kahirnya jugaédah drug.",95,1.50578538595657,0,0,0,0,0,0,0,0,0,0
7553658356561349900," Buat kamu yang sering belan jadi aplikasi emul barbi, selamat kamu berkecempatan untuk menjadi toksmender barbi di bulan September ini loh. Tentunya ada ada spesial buat kamu yang terpilih jadi toksmender barbi, ya itu air frayer dari kuku. Ini tuh air frayer dari kuku sudah mendirikap pasika sepati per dengan retang subum 40-207 celsius, konsumseli streak 700 wad dengan pererde masak 1-160 menit. Harganya senarut seribuan aja, tapi kan bisa dapatin secara gratis loh. Seriusnya cuma sampai akhir bulan September ini aja loh, jadi jangan lepoblan jadi aplikasi emul barbi ya. Bye!",92,2.433862433862434,0,0,0,0,0,0,0,0,0,0
7436941135970389304, music,1,0.04730368968779565,0,0,0,0,0,0,0,0,0,0
7382207567855897873," Hi, friends. Pertama lasi melawal dia, dengan souvent known. ...tidak suara, saya cuma nak beritahu mereka semua. Dan kemudian, saya mencari kembali... ...dan semua orang lain yang lain. Jadi, saya cuma nak beritahu mereka... ...saya beritahu mereka. Ada, ya. Saya cuma nak beritahu mereka yang paling mencari... ...saya beritahu mereka, okey? Ini mencari saya. Dan kalau saya nak beritahu mereka, saya cuma beritahu mereka. Wah! Saya nak beritahu mereka. Beritahu mereka. Beritahu mereka. Apart from that, semua orang beritahu mereka. Hey Google, beritahu mereka beritahu mereka. Oh, saya. Mereka beritahu mereka. Awak lihat itu? Hey Google, beritahu mereka beritahu mereka. Ya. Saya nak beritahu mereka. Awak lihat? Saya nak beritahu mereka. Bila ke rumah, bila ke rumah. Dan kalau awak menghantar ke rumah, ...saya akan kembali ke rumah. Ada kata-kata kecil. Dan semua kata-kata kecil, kecil, kecil, kecil, kecil, kecil, kecil. Dan juga saya cuma ikut saya. Saya takkan beritahu mereka beritahu saya. Jangan beritahu saya. Okey, kemudian di yeux dan kembali ke rumah. New guys, saya gembira. Plus, ibu saya gembira. Dan kemudian yang awak semua beritahu saya, ...saya sangat seronok. Saya tak rasa terlalu beritahu dia. Jadi saya mungkin akan lupa awak lagi. Okey, terima kasih kerana menurut saya. Terima kasih ke rumah ke rumah, awak gembira. Wah, ah, dah selama saya? Saya nak beritahu dia. Kaven, Wingloon, KWY out. Sebelum Julus dan saya beritahu di mana untuk pergi ke mana-mana. Kita beritahu mereka dengan penuh. Kaven beritahu semua penuh. Wingloon dan KWY out beritahu semua penuh. Kami akan beritahu di mana-mana. Terima kali, kamu akan beritahu ke mana-mana. Saya akan beritahu. Okey, saya beritahu kamu dan Julus, saya hanya beritahu saya bahawa KWY out. Kami juga boleh beritahu ini. Kami beritahu, Mungkin lebih dari 30%. Tak, saya beritahu, Mungkin lebih dari 30%. Mungkin lebih dari 30%. Mungkin lebih dari 30%.",303,2.1585808933532804,4,0,0,0,0,0,0,0,0,0
7325601228078189870," How to turn your apartment into a smart home in less than 60 seconds. Let's do it together and we're going to start with smart lights. I picked up these Eco Smart Hub Space bulbs from Home Depot. They're affordable, take less than 60 seconds to set up, and you don't have to do any wiring. The smart features allow you to customize the light color, color temperature, and brightness. You can activate custom schedules and home automations in the Hub Space app. pair these with a smart speaker and you can control them with just your voice using Google or Alexa. Alexa turned the bedroom lights on. Okay. And they are super affordable. Certain bulbs start at just $10. So if you're looking to upgrade your home with one simple product, head over to Home Depot and grab a few of these light bulbs.",145,3.8666666666666667,0,0,1,0,0,0,0,1,0,1
7118269108319259906, Little bit like life is woo Now make a march is a little bit Spin the little more dig a bit of it Smile a little more and I'm in a win I've been running through the street I've chased another green light Throwing up for shit For a little bit of sunshine Hit me with the good vibes Pictures on my phone like Everything is so violent Little bit of sunshine,72,3.067746058798466,0,0,0,0,0,0,0,0,0,0
7272820193456295174," Smart Home Automations You Need Part 1 Can these regular laundry machines become smart? You can use these vibration sensors connected to hoops to detect movement if the machines are on, off. It will automatically send you or other people you choose a notification.",44,2.4136039495337354,1,0,0,0,0,0,0,0,0,1
7546774518530936071," Picture this. You're called up with your favorite book, but instead of fumbling for the light switch, you simply whisper, dim the lights. Boom! Perfect reading ambience. That's the magic of smart home tech for us bookworms. Imagine e-readers that turn pages with a nod or shelves that suggest your next read based on your mood. Onget these, some systems even track your reading patterns, adjusting room temperature and lighting to keep you comfy during those late night page turners. It's like having a personal library assistant. Minus the shushing. The future of reading is here and it's pretty darn cool. Ready to upgrade your reading look? Check out smart home solutions for all your literary tech needs.",118,3.154236835070837,1,0,0,0,0,0,0,0,0,0
7436510188028300599," Good for you, everyone!",4,0.1923076923076923,0,0,0,0,0,0,0,0,0,0
7506085287307578632, Doesn't it love violin's exactly what I want?,8,0.35226772346983704,1,0,0,0,0,0,0,0,0,0
7408604115791580448," Just peel off the sticker, switch the knob, stick it over your lock, snap on the housing, insert the batteries, stick this magnet by its side, and now this button on your phone will remotely trigger this mechanism which will unlock your door from anywhere in the world. If the phone isn't your style, just attach this keypad to the frame, and you can now unlock the door with a code, keycard, or a fingerprint. And if you need to let someone in that you don't trust, you can send them a single use passcode. It comes with different attachments so it can be installed on any lock, so get one for yours with a link in my bio.",119,4.316285817918027,0,0,0,0,0,0,0,0,0,0
7547665817412881685, Lime,1,0.2188183807439825,0,0,0,0,0,0,0,0,0,0
7510225167105232149, You want more of those? Take the eyebrows again. With wet consumables? This is our cat endpoint circle and light Original Tool or Storytale. Come on. 😋,27,0.8115419296663661,2,0,0,0,0,0,0,0,0,0
7390688211606965511," Wah! Hai, saya, Miss! Hai! Awak di rumah ini? Ya, definitely! Jadi, saya di sini. Ini kecil saya. Oh, itu kecil saya? Ya, saya tak ada kecil. Ya, pasti. Okey, mari kita pergi. Mari kita tolong di rumah. Okey. Mari kita tolong di rumah. Di rumah. Oh! Selamat tinggal! Ini kecil saya. Jadi, awak boleh tolong di rumah. Ya, sebenarnya kita dari kecil saya. Jadi, ini adalah kecil saya yang akan berlaku kecil. Jadi, ini adalah kecil saya. Wow! Mari kita tolong di rumah. Kita takkan kata, kita boleh hanya tolong di rumah. Oh! Oh! Jadi, kita boleh tolong di rumah. Ya, awak tengok kecil. Cepat kecil saya. Ya, awak lihat. Kami kecil saya, tempat kecil saya, atau cuma nak beritahu dan beritahu ini adalah kecil saya. Ini sangat besar, bukan? Ya, itu kenapa kita ada kecil di rumah. Oh! Mari kita tolong di rumah. Oh, wow! Ini kecil saya. Lalu masa akan pergi. Terima kasih. Mari kita pergi. Dia ada kecil saya yang lain. Terima kasih. Wah, bagus, bukan? Jadi,我們的 pengalaman anda seperti juga. Ya! Berserah di installations. Yang baiknya, Ksifat di vagis je Kemplama Rd 8. Terima kasih. Seronok dangrade masak-kalaman penjadikanan. Wah... Buat viewing kecep czyliोih Luang lihat. Awak boleh coba scrolling Sitting Canda Ksifat. 005 pada Waiteri benefi kita, dia perangkat all cosmetic features di party AristotleО T cruise atau perkara histor pelo atau pense tentangnya pada sesiapa pendek. Kenapa saya memperlukan menglumatkan awak?�, scenara dan kecil dib Episode 5w,ается Påarda hebaten apalinya Jangan telah bergotuckeran saya. Terima kasih lagi,ahaha! Kamu boleh mendapatkan aussi44 baru quoting database",261,2.9119714381345534,5,0,0,0,0,0,0,0,0,0
7550831830702902546, هذا أصغر ارتاج تتبع ممكن يمور عليك حتى ما تنم في شنتك وبعدين تكدر التبح من خلال التلفونك شبعا الشيء المميز في الارتاج هذا أن الضافط بصيد جدا من خلال ططبيق فين مي في الائيفون ويضع البطارية تدوحة ثلاثميو خمسة سيكون يوم تكدر تعلق مع المفاتيح أو تكدر تحط في الشنتة ومن خلال الططبيق تكدر تتبع بكل سولة شبعا تكدر مثل أن تستخدم العربة الاطفال أو تكدر تستخدمة للمحفظة أو لدراجة أو لشنط هذا الجهاز الصغير لتتبع الارتاج تكدر تطبع من,81,1.9135364989369243,0,0,0,0,0,0,0,0,0,0
7553396066536803639," I asked my mom if I could have a lady friend over today. She said okay, but only if she could stay in the room. Yeah, that wasn't gonna work for me. After a heated back and forth, we struck a deal. She'd lead the room, but only if she could set up the Arlo essential pantilindor camera to keep an eye on us. I told her Arlo is for protecting your home, not for spying on your dog's date, but a deal is a deal. Once the camera was set up and mom created a custom AI alert for any funny business, we texted Lola to kick things up. The date started off strong. We ran wild, burned off our energy, and then finally made our way to the couch for some snugs. But sure enough, mom caught the exact moment we got a little too close. We were busted in 2k, and you won't believe how she used the two-way audio. Hey, 2 feet apart, please. And she didn't stop there. She sent the incriminating footage to dad, but that backfired on her because he was far from upset. That's my boy. My mom definitely knows more and controls more with Arlo, but I found a way around it. Prevacy mode activated. We are so back in business. Comment below what would your mom catch you doing on camera.",231,3.2995286387658904,0,1,0,0,0,0,0,0,0,0
7441895333245832466, Music,1,0.07886435331230283,0,0,0,0,0,0,0,0,0,0
7405072626927815943," With a price tag of 500 tonnes, do you think it's worth it? And more importantly, what can it do? This is an upgrade from my previous Smart Switch panel, so honestly, it may be the best thing I did for my home. It's not only a 3-gang switch, it also acts as a dashboard to control every switch at light in my home. I can run scenes, play music, and even livestream my doorbell camera whenever someone presses the doorbell. It has a proximity sensor which wakes up whenever someone approaches it and doubles as a photo album while not in use. Now what do you think?",108,3.312883435582822,3,0,0,0,0,0,0,0,0,0
7166538032642854146," Now everything take the color Hey now, hey now This is what dreams are made of",16,0.9975062344139651,0,0,0,0,0,0,0,0,0,0
7532667029464173832," Hey, this is how simple it can be. Turn on the master walking. There you go. Turn it off. And let us show you how easy it is to control your entire home using Apple Home. All you have to do is use voice commands or a quick tap. Hey Siri, set the downstairs aircon to 25 degrees. Hey Siri, open the ground corridor blind. The chill's got you spilled on my back. Can you be filled with this? Hey Siri, turn on the door to your once. So we're walking into the master bedroom. So right now, it's going to click on master on. Hey Siri, turn the lounge room once on. Hey Siri, turn the lounge room once on.",121,1.9487840231921403,1,0,0,0,0,0,0,0,0,0
7457850572377459976, Outro The Mutto,3,0.10989010989010989,0,0,0,0,0,0,0,0,0,0
7122084866186841345, Watch this video before buying the perfect smart switch for your home. These are the two main types of smart switches. The button clicks and rocks back and forth when you press them. The glass smart switch has a tempered glass touch panel. And some would prefer this as it won't make a sound that might wake up light sleepers at night. The colors don't just come in black and white. There's more. Head down to our showroom for a live demo.,82,1.8846242243162492,0,0,0,0,0,0,0,0,0,0
6995551362050247941, So the problem with the switch bar was that you couldn't turn the light off after switching it on. To solve this all you have to do is loop the wire around the bar and attach the sticky pad to the switch. Then put the robot into switch mode and you now have the option to turn the light on and off.,62,4.5824094604582415,0,0,0,0,0,0,0,0,0,0
7339811956792085768," Hmm, they say one color is boring. So...",8,0.4587155963302752,0,0,0,0,0,0,0,0,0,0
7050372096538447106, My smart home automation. I am home.,7,0.43451272501551835,0,0,0,0,0,0,0,0,0,1
7416143555502050603," Here are my top five bedroom tech essentials. I've skeptical of the Samsung frame at first, but I really love the artwork feature, especially in the bedroom where TV can be intrusive. There's an artwork store where you can choose artwork, I like to pick something seasonal and then customize the matte size and color. I love my motorized shades, especially using the remote to open them up from bed in the morning. I typically keep it mounted on the wall, but there's an app too. Every single light in my bedroom is a hue light, which works with home automation, but more importantly, can all be controlled from one convenient light switch. And for lamps that won't take one of few bulbs like this picture light, you can just use a hue plug to integrate it into your system. I like having a quality three and one dock next to my bed, and I like this one I picked up on Amazon, which I'll have linked in my bio for you. It comes in a nice space black finish and has a good weight to it, plus an articulating mag safe mount. Apple TV may seem obvious, but I like having one in the bedroom so I can pick up my shows right where I left them in the living room. If you made it into this video, leave a comment with the bed emoji.",236,4.489252425337645,0,0,0,0,0,0,0,0,0,1
7411242918377196806,,0,0.0,0,0,0,0,0,0,0,0,0,0
7525643638123056402," The iPad is removable, so you take this off where I custom mount there. Some people like them flush mounted in the wall. I don't. Reason being is, iPads change their shape and their size and the charges all the time. Well, hopefully not the charges anymore. If you want to change this later, it's an easy fix. You don't have to damage the wall, things like that. It's just more practical.",72,3.438395415472779,0,0,0,0,0,0,0,0,0,0
7549996642129169686," Vântru în astfel de proiect de automatizare avem mai multe tipuri de iluminat și bine înțeles variante de control. Avem și de încastrate cu comunicatie dalii, astaseamnă că putem vedean sistem fiecare core de iluminat în parte, îl putem controlale, putem grupa, putem controla intensitatea de la 0% la 100%, avem bandălet perimetrală, care și aceasta se poate dima de la 0% la 100%, core de iluminat spotul încastrate de tipu o 9% și pendule pe comunicatie 3 de la locson, aceste pendule sunt smart, astaseamnă că putem faci iluminăre, celumină calde, dimare și chiar și ilumină colorată.",98,2.208699571782736,0,0,0,0,0,0,0,0,0,0
7548765146634669319,,0,0.0,0,0,0,0,0,0,0,0,0,0
7455762468644605217," These are my top 5 smart home tech essentials to enhance your living experience. At number 1 is the Apple TV 4K, this is a great addition to the Apple ecosystem with built in Siri, HomeKit, Control and even FaceTime, and the operating system is miles ahead of any other smart TVs out there, most importantly it won't break the bank, they start from just £149 and are a great gift for anyone. Next up is lighting, this can really help enhance the mood of any living room space, and give in ambience for when you're either watching TV or just chilling with family. I'm using these Nano Leaf RGB light strips behind the TV and cabinet, and I think it gives a nice floating effect to the TV but also acts as a good lighting source for the room. I've also got these shapes from Nano Leaf which definitely give the place of character, and are a major talking point for my living room. These lights are also HomeKit enabled so you can control them from your Apple devices. Third is something that I think isn't prioritized enough, and that's the air quality in your home. I'll always recommend an air purifier, this is the never change 5 by shock, and I love it because the filter's last up to 5 years, and all you have to do is vacuum these trays every few weeks. It also has a percentage gauge on top to show you the air quality of your home. Now staying on the topic of cleaning a powerful vacuum that's easy to use and has some cool tech is the Dyson V15 detect. It comes with a soft brush head specifically made for hard floors which also has a built in laser to show you where the dirt is, but be careful because it can become addictive. For me though, it's now become a must have. Last but not least in order to control my smart home, some sort of smart speaker is needed. I'm using a few HomePod minis which I've dotted around the house, and this just makes it easier to control scenes and lights just using my voice. So those are my top 5 smart home tech products that I think would make your place just that much better.",386,4.000829187396352,0,0,0,0,0,0,0,0,0,0
7286439579064864007," Saya tak tahu confirmation gila nih, isengnyaimanin gue gue avec compte tetapi semua ini jadi suami plugging jadi example kami realizando diploma per cupatan bermini boleh fkancian atau tiada dan bisa mengorgangurkan jawapan dan mereka just mencerimkan suami seperti ini jadi terus pun hámpir pol hates mówik kami marah mula gini quedkan pitu memang menggantung kemmoi Biar kecukunya. removed ch demokkan. Lagi-lampuan, Pemukutnya kita akan merantakan linking. Kita vah Cuma Across!<|ms|> spine dik новый. Apa 되ara yang men點juk très lama我跟你ளini saya sebenarnya ? Alhamdulillah ! dan struggles ke acara dan mereka asyik Jadi persetian untukrifat bangsa mereka tak lectures benar dengan teman-benar ayah tidak akan memiliki selama hati, menación tarik Jadi selama thereafter apa jika dia masih ada kelihatAssah keomem Jadi después ada rasaiak sebaik di sebuah main selama Daten bagi kamu acknowledging berikan memberi saya Tiput, ini ber gameplay ketika ayah ber MIKE Kuri yangED mecegkanilen Jemput kalau kamu bell sepatutnya kita cakap bersama dengan banyak disini Jadi makcumlah són saya Tadi !othepage yang hebat bisa berbesar dari betapa dari uitokannya dari setiap homage Kawli penyappan semak sama Tar歌 teriu tidak normasi Tentang kapl qualitative Mereka akan berkata nesse Ya, ayah...beberu biar c克ik itu bermata itu mengenal​ masih saya tak berdua meneris agama tempat di sini, masalah jadi kepada pahala Semua compartilho Sleeping Night Jadi saya wedang ke kerejaan mereka harus mendengar dan mengembaksa hahaha Aku harus lebih boja tentang força pintuizedan, dan aku akan b Playstation Saya rasa pasti Dari sini, lagi",244,1.3816534541336354,1,0,0,0,0,0,0,0,0,0
7466121287056788778," Man, I don't know which device I should get from my home. Yo, what's up? Yo, she don't want to get some smart home devices, but I don't know which ecosystem to go with. There's Google Home, Apple HomeKit, and Amazon Alexa. What's the best? Yeah, choosing devices on the same ecosystem may make things a little bit easier, but you don't have to. As long as the device supports matter, then you can choose any device you want. What's matter? Matter is a universal language for smart devices, so even if devices are from different brands, they can still talk to each other because they speak the same language. All you got to do is make sure that you see this logo whenever you're shopping for a new smart device. Wow, I didn't even know about this, and I can use it with any app. Yeah, for example, you can use the Google Home app for any device that supports matter. But if you want to take things a little bit further, then you should check out Home Assistant. It's an open-source app that gives you a lot more functionality and features to automate your home and smart devices.",200,4.13992962119644,3,0,1,1,0,0,0,0,0,0
7548382358760639762, I'm in the mood to see some action Ooh Ooh Ooh Ooh Ooh Ooh ooh Ooh ooh And watch me and watch me Oh oh oh oh oh oh Ooh Oh Oh oh oh oh And watch me Ooh Ooh Ooh Ooh Ooh,43,1.519434628975265,0,0,0,0,0,0,0,0,0,0
7545431342029262098," back to money ibu. Bach seguonugen menghabiskan nyornaskan tanggung kamu buat Bukhelines nogir darim, ke yakalan dan perbedawayan kau Di huz toggle, Atauдо kena ungak Letan amat durable others safety. discurhanat yang ber mantap, hantar bagian perth defect, mulai untuk quelaskan ke alserik employ. Kaltanya tak ad that được dipaksakan kej將at saya orientasi diker울 tepat itu. ergon匣i P charmuri yang dapatpun, untuk membantu zwarong di supaya di akustik teruk meres document scenario includehopi,",73,1.335528723015002,0,0,0,0,0,0,0,0,0,0
7511177028679388424," Kalau kamu selalu mempunyai ke rumah ke rumah, tapi kembali ke dalam masalah, melihat video ini. Saya ada kembali ke rumah 3, 4, 5, dan juga kembali ke dalam masalah ke dalam masalah. Kami akan mempunyai kembali ke rumah. Jadi, terakhir yang saya ada kembali ke rumah, dan dia sangat mencari kembali ke rumah. Dan kemudian saya beritahu dia, saya akan mencari ke rumah. Dia sangat gembira. Dia akan beritahu saya, terima kasih banyak-banyak. Sebab dia pergi ke rumah ke rumah, kembali ke rumah yang mereka mempunyai ke rumah, kembali ke rumah, di dalam masalah ke rumah, 2-3 kali lebih dari saya boleh beritahu dia. Jadi, kamu akan melihat dia, dia sangat gembira, dia akan beritahu saya, dan kita akan mulakan dalam masalah ke rumah. Kami akan mempunyai ke rumah, saya akan mempunyai ke rumah, yang kamu tak boleh mempunyai.",140,3.5425101214574894,0,0,0,0,0,0,0,0,0,0
7106156503836445998," Things in a smart home that just makes sense. Part 2. Alexa, turn on the shower. Okay, turning on the shower. Alexa, set the microwave for three minutes. Microwaving for three minutes, starting now. Alexa, vacuum the living room. Sending Robo Rock to the living room.",46,1.6886930983847284,0,0,1,0,0,0,0,0,0,0
7548330544363293959, When will you just let it go? It's been a while since I have known Not as young but not so grown Same quinks I spent in the different room I will not... When will you just let it go? It's been a while since I have known Not as young but not so grown Same quinks I spent in the different room I will not...,66,1.2913324202700058,2,0,0,0,0,0,0,0,0,0
7226768409327848705," Let's see how much vegan food I spend here, a thinking for a little bit, drink this grape ginkgo,UE have a lovely cartion dress.",24,1.251303441084463,0,0,0,0,0,0,0,0,0,0
